partner_name,advertiser_id,status,category,commission_min,commission_max,lead_min,lead_max,epc,conversion_rate,approval_rate,payment_status,average_payment_time,fit_score,risk_level,priority,recommended_tarvyo24_page,recommendation,reason
Matratzenschutz24 DE,126049,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Dorina - DACH,120812,amber,Lingerie,0,0,0,0,0.22,31.25,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.22; Bestätigung 100%
DE Medz DE,114296,amber,Pharmaceuticals,0,0,0,0,0.89,10.2055,100.00,amber,36,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.89; Bestätigung 100%
rund.um DE,119841,amber,Health & Beauty,0,0,0,0,0.42,3.71818,100.00,amber,98,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.42; Bestätigung 100%
Vitavitee DE,11764,green,Health & Beauty,15,15,0,0,0.00,,0.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%; Provision bis 15%
Lichttechnik24 DE,24086,amber,Home & Garden,0,0,0,0,0.20,2.35144,100.00,amber,80,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.2; Bestätigung 100%
Chris Farrell DE,84297,amber,Health & Beauty,0,0,0,0,0.03,3.78403,91.67,amber,49,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.03; Bestätigung 91.67%
SSV Jahn Regensburg DE,21970,amber,Sportswear,0,0,0,0,0.08,2.15683,98.57,amber,90,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.08; Bestätigung 98.57%
Schnelltest-Store DE,28375,green,Health & Beauty,0,0,0,0,0.11,3.7107,85.71,green,52,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.11; Bestätigung 85.71%
Pack & Smooch - Handmade | Lifestyle | Accessories,79620,amber,Green (Eco friendly),0,0,0,0,0.14,2.95544,94.44,amber,89,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.14; Bestätigung 94.44%
Küchen-Fee Online-Shop DE,13732,amber,Furniture & Soft Furnishings,2,2,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Provision bis 2%
INSENIO DE,21042,green,Health & Beauty,0,0,0,0,0.45,5.0046,83.33,green,47,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.45; Bestätigung 83.33%
Lovall Germany,124370,amber,Clothing,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%
Sealand24 DE,14147,green,Clothing,5,5,0,0,0.05,2.34291,67.42,green,82,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.05; Bestätigung 67.42%; Provision bis 5%
Labels NL BE USA,84711,amber,Clothing,0,0,0,0,0.55,1.90221,89.78,amber,75,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.55; Bestätigung 89.78%; Region NL
Guess DE,10652,green,Clothing,7.5,7.5,0,0,0.15,1.83834,56.49,green,28,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.15; Bestätigung 56.49%; Provision bis 7.5%
LinsenPlatz DE,14469,green,Health & Beauty,0,12,0,0,0.08,4.24121,94.85,green,80,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.08; Bestätigung 94.85%; Provision bis 12%
Niod - DE,75704,amber,Health & Beauty,0,0,0,0,0.18,1.83486,100.00,amber,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.18; Bestätigung 100%
Brille Shopping,116355,amber,Health & Beauty,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Toolbrothers DE,102589,green,DIY,0,0,0,0,0.48,4.67989,96.13,green,47,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.48; Bestätigung 96.13%
Dublino Möbel DE,50865,amber,Furniture & Soft Furnishings,0,0,0,0,2.44,4.7515,91.84,amber,51,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 2.44; Bestätigung 91.84%
LUXURY BOX DE,101023,green,Health & Beauty,0,0,0,0,0.01,0.268097,100.00,green,88,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.01; Bestätigung 100%
Garcia DE,21856,green,Clothing,0,0,0,0,0.24,2.35842,60.14,green,69,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.24; Bestätigung 60.14%
Bulk DE,10451,green,Health & Beauty,6,15,0,0,0.14,9.96951,87.86,green,24,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.14; Bestätigung 87.86%; Provision bis 15%
VerticalExtreme DE,14061,green,Sports Equipment,5,5,0,0,0.15,2.32168,59.82,green,68,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 59.82%; Provision bis 5%
Zizzz.de,16530,green,Baby & Toddler,10,10,0,0,0.40,2.08489,100.00,green,40,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.4; Bestätigung 100%; Provision bis 10%
Packtive DE,24284,amber,Green (Eco friendly),0,0,0,0,0.01,0.364964,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.01; Bestätigung 100%
MyPopupClub DE,24647,green,Department Stores,0,0,0,0,0.03,0.996892,91.63,green,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.03; Bestätigung 91.63%
peclavus DE,32743,green,Health & Beauty,0,0,0,0,0.36,9.41002,100.00,green,40,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.36; Bestätigung 100%
SofortArzt DE,117281,amber,Health & Beauty,0,0,0,0,7.70,27.1505,97.25,amber,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 7.7; Bestätigung 97.25%
hiPURE DE,123640,green,FMCG,0,0,0,0,9.39,41.6667,100.00,green,30,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 9.39; Bestätigung 100%
Slowood-Interior DE,71545,amber,Furniture & Soft Furnishings,0,0,0,0,0.01,0.63857,73.63,amber,98,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.01; Bestätigung 73.63%
Pearson DE,60787,green,Books & Subscriptions,0,0,0,0,0.13,4.00888,100.00,green,55,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.13; Bestätigung 100%
beautylove DE - insolvent,21443,amber,Health & Beauty,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
SHYNE DE,39756,amber,Health & Beauty,0,0,0,0,1.17,12.1535,100.00,amber,39,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.17; Bestätigung 100%
Nordvital DE/AT,124114,amber,Health & Beauty,0,0,0,0,0.16,6.20301,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 100%
Sanpro DE,114628,amber,DIY,0,0,0,0,0.24,6.34993,100.00,amber,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.24; Bestätigung 100%
The Greenstore DE,117665,amber,FMCG,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Hawkers Crew EU,19726,amber,Clothing Accessories,12,12,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Provision bis 12%; Region GR
Castore DE,84879,amber,Sportswear,0,0,0,0,0.05,8.00305,94.52,amber,111,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.05; Bestätigung 94.52%
myTime DE,14902,amber,FMCG,4,7,0,0,0.34,7.14713,91.57,amber,51,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.34; Bestätigung 91.57%; Provision bis 7%
casando DE,10992,green,Home & Garden,4,4,0,0,0.75,2.58674,91.41,green,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.75; Bestätigung 91.41%; Provision bis 4%
Refabz,77252,amber,Computers,0,0,0,0,0.23,3.97143,83.33,amber,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.23; Bestätigung 83.33%; Region FR
Modellbau-Universe - die Adresse für Modellbau,17471,green,Toys & Games,7,7,0,0,0.00,0.623053,92.73,green,111,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 92.73%; Provision bis 7%
Tyrigo DE,17146,green,Automotive,3,3,0,0,0.01,1.18717,75.00,green,32,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.01; Bestätigung 75%; Provision bis 3%
druckdichdrauf DE,11609,green,Photos & Print Services,17.5,17.5,0,0,0.31,2.80988,91.84,green,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.31; Bestätigung 91.84%; Provision bis 17.5%
TUI Cars DE,11676,amber,Car Rental,8,8,0,0,0.40,1.6544,76.12,amber,129,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.4; Bestätigung 76.12%; Provision bis 8%
Classic Football Shirts DE,115319,amber,Sportswear,0,0,0,0,0.19,3.99265,82.85,amber,78,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.19; Bestätigung 82.85%
Eintracht Frankfurt DE,18332,green,Tickets,8,8,5,5,0.14,3.55861,94.31,green,90,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.14; Bestätigung 94.31%; Provision bis 8%; Lead bis 5€
Qobuz DE,33433,amber,Entertainment Downloads,0,0,0,0,0.22,10.4151,100.00,amber,28,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.22; Bestätigung 100%
Urlaubspiraten DE,121460,green,Travel Agencies,0,0,0,0,0.10,34.2429,100.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 100%
Aosom DE/AT,11684,amber,Home & Garden,8,8,0,0,0.15,1.77751,87.21,amber,71,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 87.21%; Provision bis 8%
paul-schrader DE,14450,green,FMCG,10,10,0,0,0.08,4.19501,87.25,green,51,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.08; Bestätigung 87.25%; Provision bis 10%
Turbopass DACH,11624,amber,Tourism & Attractions,6,6,0,0,0.48,2.19898,97.83,amber,60,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.48; Bestätigung 97.83%; Provision bis 6%
AKAD Bildungsgesellschaft DE,11668,green,"Education, Training & Recruitment",0,0,8,30,0.44,0.44294,100.00,green,136,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.44; Bestätigung 100%; Lead bis 30€
Ultrahuman Healthcare,69428,green,Sports Equipment,0,0,0,0,0.46,1.72073,35.89,green,69,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.46; Bestätigung 35.89%; Region US
JeansWelt.de,10961,green,Clothing,8,8,0,0,0.11,1.88562,57.50,green,93,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.11; Bestätigung 57.5%; Provision bis 8%
frogcoffee DE,29529,green,FMCG,0,0,0,0,0.41,9.64243,45.07,green,27,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.41; Bestätigung 45.07%
Eis DE,14702,amber,Erotic,22,22,0,0,0.14,2.3671,92.82,amber,105,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.14; Bestätigung 92.82%; Provision bis 22%
TITAN HAUS,119521,amber,Health & Beauty,0,0,0,0,8.44,16.6667,100.00,amber,91,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 8.44; Bestätigung 100%; Region US
CECIL DE,15058,amber,Womenswear,10,10,0,0,0.40,4.35807,76.92,amber,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.4; Bestätigung 76.92%; Provision bis 10%
Kapten & Son DE,11399,amber,Clothing Accessories,6,6,0,0,0.07,1.17825,47.42,amber,80,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.07; Bestätigung 47.42%; Provision bis 6%
SHAMTAM,124278,amber,Home & Garden,0,0,0,0,0.38,9.94624,100.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.38; Bestätigung 100%; Region GB
Myprotein International,10423,green,Health & Beauty,0,8,0,0,0.48,8.83948,96.17,green,55,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.48; Bestätigung 96.17%; Provision bis 8%
Springer Nature Link Shop,26429,amber,Books & Subscriptions,0,0,0,0,0.27,0.680412,88.26,amber,60,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.27; Bestätigung 88.26%
Sirdar Holdings Limited (The DMC Group),101419,green,Clothing,0,0,0,0,0.07,1.00789,100.00,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.07; Bestätigung 100%; Region US
The Shirt Company,115010,amber,Womenswear,0,0,0,0,0.49,14.9495,83.58,amber,37,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.49; Bestätigung 83.58%; Region GB
TheHues Affiliate,114864,amber,Home & Garden,0,0,0,0,1.14,4.34903,86.81,amber,78,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.14; Bestätigung 86.81%; Region US
adticket.de,18490,green,Tickets,3,3,0,0,0.03,0.920448,100.00,green,76,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.03; Bestätigung 100%; Provision bis 3%
MINICAMP (US),124354,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%; Region US
Vorwerk DE,14937,amber,Home & Garden,3.5,5,1.5,1.5,0.19,1.11692,90.31,amber,88,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.19; Bestätigung 90.31%; Provision bis 5%; Lead bis 1.5€
INWARIA DE,20674,green,DIY,0,0,0,0,0.10,3.67667,97.16,green,40,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 97.16%
Bergfreunde DE,14102,amber,Sportswear,7,7,0,0,0.01,0.116879,54.61,amber,132,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.01; Bestätigung 54.61%; Provision bis 7%
Navimow EU,99151,amber,Home & Garden,0,0,0,0,1.96,2.74841,98.13,amber,169,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.96; Bestätigung 98.13%
Pullup & Dip DE,110988,amber,Sports Equipment,0,0,0,0,0.35,3.11277,63.88,amber,65,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.35; Bestätigung 63.88%
SIGG DE,12643,green,Gadgets,12,12,0,0,0.06,1.5763,64.75,green,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.06; Bestätigung 64.75%; Provision bis 12%
True Motion DE,61435,amber,Sportswear,0,0,0,0,0.39,2.28106,93.44,amber,46,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.39; Bestätigung 93.44%
Mistral DE,72585,amber,Sports Equipment,0,0,0,0,0.02,0.15528,100.00,amber,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 100%
KOV ESSENTIALS CA,119627,amber,Clothing Accessories,0,0,0,0,0.03,0.720664,100.00,amber,65,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.03; Bestätigung 100%; Region US
Pro Breeze DE,118137,amber,Home & Garden,0,0,0,0,0.16,3.22689,100.00,amber,97,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 100%
Pure Electric DE,116603,amber,Automotive,0,0,0,0,5.15,5.02491,76.06,amber,63,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 5.15; Bestätigung 76.06%
Petromax,127713,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
logo-matten DE,58127,amber,Home & Garden,0,0,0,0,2.16,13.6137,92.50,amber,36,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 2.16; Bestätigung 92.5%
Lola Hängematten DE,27083,amber,Home & Garden,0,0,0,0,0.31,0.975075,58.74,amber,84,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.31; Bestätigung 58.74%
BALDUR-Garten DE,13634,amber,Home & Garden,10,10,0,0,0.15,4.73832,97.52,amber,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.15; Bestätigung 97.52%; Provision bis 10%
apotheke.de,28603,amber,Pharmaceuticals,0,0,0,0,0.06,5.06507,97.38,amber,62,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.06; Bestätigung 97.38%
Pet & Garden - DE,85631,amber,Pets & Pet Care,0,0,0,0,0.35,6.91969,70.59,amber,92,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.35; Bestätigung 70.59%
Magna Grill DE,66850,amber,Home & Garden,0,0,0,0,0.10,4.58806,61.76,amber,38,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 61.76%
Belita Ferienhaus,118673,amber,Hotels & Accommodation,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
FansJerseyHub,126139,amber,Sportswear,0,0,0,0,0.48,8.63761,77.42,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.48; Bestätigung 77.42%; Region US
InterFriendship DE,17403,amber,Dating,25,40,2,2,0.02,0.808625,60.00,amber,67,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.02; Bestätigung 60%; Provision bis 40%; Lead bis 2€
lingoking DE,16534,green,Business Services (B2B),10,10,0,0,0.26,1.68226,97.98,green,26,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.26; Bestätigung 97.98%; Provision bis 10%
Die Bewerbungsschreiber DE,16582,green,"Education, Training & Recruitment",0,0,8,8,0.25,6.6473,75.68,green,21,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.25; Bestätigung 75.68%; Lead bis 8€
CARE DE,17480,green,Charities,8,8,0,0,0.96,11.2245,76.47,green,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.96; Bestätigung 76.47%; Provision bis 8%
HTVRont,68106,green,Home & Garden,0,0,0,0,0.75,1.48963,74.51,green,58,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.75; Bestätigung 74.51%; Region US
HIPI Faible DE,108006,green,Health & Beauty,0,0,0,0,0.03,1.35969,86.27,green,56,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.03; Bestätigung 86.27%
Befestigungsfuchs DE,99873,amber,Home & Garden,0,0,0,0,0.10,1.75947,98.59,amber,86,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.1; Bestätigung 98.59%
Epodex DACH,127441,amber,Home & Garden,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Grimaldi Lines DE,120497,amber,Cruises/Ferries,0,0,0,0,0.15,2.73637,85.71,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.15; Bestätigung 85.71%
Parfümerie CB DE,35457,amber,Lead Gen,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); Bestätigung 0%
Xcaret Global,34947,amber,Tourism & Attractions,0,0,0,0,1.15,3.39356,77.19,amber,179,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 1.15; Bestätigung 77.19%; Region MX
Scandic Hotels DE,27802,amber,Hotels & Accommodation,0,0,0,0,0.36,2.26256,86.20,amber,189,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.36; Bestätigung 86.2%
Mytrip,112832,amber,Airlines,0,0,0,0,0.27,2.72815,73.33,amber,57,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.27; Bestätigung 73.33%; Region AR
MeineTrenntoilette DE,21732,green,Home & Garden,0,0,0,0,0.04,0.443159,100.00,green,77,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.04; Bestätigung 100%
Eleven Loves UK,124550,amber,Clothing,0,0,0,0,0.00,,0.00,amber,null,0.0,-,D,-,nicht bewerben – thematisch unpassend,Bestätigung 0%; Region GB
Zosi DE,121148,amber,Electronic Accessories,0,0,0,0,0.29,3.87182,100.00,amber,97,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.29; Bestätigung 100%
Eminent Luggage DE - Koffer  Reisegepäck und Tasch,26821,green,Gadgets,0,0,0,0,0.17,2.38136,100.00,green,81,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.17; Bestätigung 100%
Milo DE,56905,amber,Electronic Accessories,0,0,0,0,0.06,4.29498,100.00,amber,42,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.06; Bestätigung 100%
The Aeternum Company,82371,green,Health & Beauty,0,0,0,0,1.32,7.81155,80.00,green,21,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.32; Bestätigung 80%; Region US
Meinewand.com,79836,green,Home & Garden,0,0,0,0,0.16,0.938659,78.28,green,78,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 0.16; Bestätigung 78.28%
Vingino DE - FamilyBlend,15538,amber,Childrenswear,7,7,0,0,0.51,3.45365,100.00,amber,134,0.0,-,D,-,nicht bewerben – thematisch unpassend,EPC 0.51; Bestätigung 100%; Provision bis 7%
X-SENSE | Smart Home Protection,91325,green,Home & Garden,0,0,0,0,1.74,8.8458,94.46,green,65,0.0,-,D,-,nicht bewerben – thematisch unpassend,Ausschlusskriterium (Sortiment/Branche); EPC 1.74; Bestätigung 94.46%; Region US
